,Name,Networth,Country,Source,Rank,Age,Industry
1935,Sharon Azrieli ,$1.5 B,Canada,Real estate,1929,61,Real Estate 
1936,Lesley Bamberger ,$1.5 B,Netherlands,real estate,1929,56,Real Estate 
1937,Bernhard Braun-Luedicke ,$1.5 B,Germany,medical technology,1929,45,Healthcare 
1938,Eva Maria Braun-Luedicke ,$1.5 B,Germany,medical technology,1929,35,Healthcare 
1939,Ana Maria Brescia Cafferata ,$1.5 B,Peru,"mining, banking",1929,97,Diversified 
1940,Nikolai Buinov ,$1.5 B,Russia,"oil, gas",1929,54,Energy 
1941,Paolo Bulgari ,$1.5 B,Italy,luxury goods,1929,84,Fashion & Retail 
1942,Andres Bzurovski Bay ,$1.5 B,Uruguay,fintech,1929,44,Finance & Investments 
1943,Ahmet Calik ,$1.5 B,Turkey,"energy, banking, construction",1929,64,Diversified 
1944,Giuliana Caprotti ,$1.5 B,Italy,supermarkets,1929,81,Food & Beverage 
1945,Marina Caprotti ,$1.5 B,Italy,supermarkets,1929,44,Food & Beverage 
1946,Steve Case ,$1.5 B,United States,AOL,1929,63,Technology 
1947,Safra Catz ,$1.5 B,United States,software,1929,60,Technology 
1948,Binod Chaudhary ,$1.5 B,Nepal,diversified,1929,66,Diversified 
1949,Chen Baohua ,$1.5 B,China,pharmaceutical,1929,60,Healthcare 
1950,Xianbao Chen & family ,$1.5 B,China,food,1929,62,Food & Beverage 
1951,Chung Yong-jin ,$1.5 B,South Korea,retail,1929,53,Fashion & Retail 
1952,Steve Conine ,$1.5 B,United States,online retail,1929,49,Technology 
1953,Eduardo Costantini ,$1.5 B,Argentina,real estate,1929,75,Real Estate 
1954,Wenjun Dai ,$1.5 B,China,food,1929,53,Food & Beverage 
1955,Bharat Desai ,$1.5 B,United States,IT consulting,1929,69,Technology 
1956,Mohammed Dewji ,$1.5 B,Tanzania,diversified,1929,46,Diversified 
1957,Mathias Doepfner ,$1.5 B,Germany,media,1929,59,Media & Entertainment 
1958,Domenico Dolce ,$1.5 B,Italy,luxury goods,1929,63,Fashion & Retail 
1959,Marek Dospiva ,$1.5 B,Czechia,investments,1929,52,Finance & Investments 
1960,Fritz Draexlmaier ,$1.5 B,Germany,auto parts,1929,64,Automotive 
1961,Henrique Dubugras ,$1.5 B,Brazil,fintech,1929,26,Finance & Investments 
1962,Egon Durban ,$1.5 B,United States,private equity,1929,48,Finance & Investments 
1963,Bulent Eczacibasi ,$1.5 B,Turkey,"pharmaceuticals, diversified",1929,72,Diversified 
1964,Faruk Eczacibasi ,$1.5 B,Turkey,"pharmaceuticals, diversified",1929,67,Diversified 
1965,Henry Engelhardt ,$1.5 B,United States,insurance,1929,64,Finance & Investments 
1966,Ali Erdemoglu ,$1.5 B,Turkey,carpet,1929,62,Manufacturing 
1967,Eduardo Eurnekian ,$1.5 B,Argentina,"airports, investments",1929,89,Diversified 
1968,John Farber ,$1.5 B,United States,chemicals,1929,96,Manufacturing 
1969,Clement Fayat & family ,$1.5 B,France,construction,1929,90,Construction & Engineering 
1970,Daniel Feffer ,$1.5 B,Brazil,pulp and paper,1929,62,Manufacturing 
1971,David Feffer ,$1.5 B,Brazil,pulp and paper,1929,65,Manufacturing 
1972,Ruben Feffer ,$1.5 B,Brazil,pulp and paper,1929,52,Manufacturing 
1973,Feng Yuxia ,$1.5 B,China,pharmaceuticals,1929,57,Healthcare 
1974,Sergio Fogel ,$1.5 B,Uruguay,fintech,1929,58,Finance & Investments 
1975,Pedro Franceschi ,$1.5 B,Brazil,fintech,1929,25,Finance & Investments 
1976,Stefano Gabbana ,$1.5 B,Italy,luxury goods,1929,59,Fashion & Retail 
1977,Yi Gao & family ,$1.5 B,China,pharmaceuticals,1929,53,Healthcare 
1978,Geng Jianming ,$1.5 B,China,real estate,1929,59,Real Estate 
1979,Alan Gerry ,$1.5 B,United States,cable television,1929,93,Media & Entertainment 
1980,Balkrishan Goenka ,$1.5 B,India,textiles,1929,55,Manufacturing 
1981,Esther Grether ,$1.5 B,Switzerland,art collection,1929,86,Fashion & Retail 
1982,Gu Wei ,$1.5 B,China,consumer electronics,1929,57,Manufacturing 
1983,Torstein Hagen ,$1.5 B,Norway,cruises,1929,79,Service 
1984,Kenneth Hao ,$1.5 B,United States,private equity,1929,53,Finance & Investments 
1985,He Zhiping ,$1.5 B,China,investments,1929,58,Finance & Investments 
1986,Timothy Headington ,$1.5 B,United States,"oil & gas, investments",1929,71,Energy 
1987,Ilona Herlin ,$1.5 B,Finland,"elevators, escalators",1929,57,Manufacturing 
1988,Niranjan Hiranandani ,$1.5 B,India,real estate,1929,72,Real Estate 
1989,Drew Houston ,$1.5 B,United States,cloud storage service,1929,39,Technology 
1990,Huang Rulun ,$1.5 B,China,real estate,1929,70,Real Estate 
1991,Matt Hulsizer ,$1.5 B,United States,fintech,1929,64,Finance & Investments 
1992,Justin Ishbia ,$1.5 B,United States,private equity★,1929,44,Finance & Investments 
1993,Peter Jackson ,$1.5 B,New Zealand,"movies, digital effects",1929,60,Media & Entertainment 
1994,Jin Lei ,$1.5 B,China,pharmaceuticals,1929,56,Healthcare 
1995,Jin Xin ,$1.5 B,China,manufacturing,1929,55,Manufacturing 
1996,Conni Jonsson ,$1.5 B,Sweden,asset management,1929,61,Finance & Investments 
1997,Jenny Just ,$1.5 B,United States,fintech,1929,54,Finance & Investments 
1998,Ke Xiping & family ,$1.5 B,China,investments,1929,61,Diversified 
1999,Ke Zunhong & family ,$1.5 B,China,pharmaceuticals,1929,67,Healthcare 
2000,Sidney Kimmel ,$1.5 B,United States,retail,1929,94,Fashion & Retail 
2001,Seth Klarman ,$1.5 B,United States,investments,1929,64,Finance & Investments 
2002,Mustafa Rahmi Koc ,$1.5 B,Turkey,diversified,1929,91,Diversified 
2003,Pyotr Kondrashev ,$1.5 B,Russia,investments,1929,72,Manufacturing 
2004,Kong Jian Min ,$1.5 B,China,real estate,1929,54,Real Estate 
2005,Hemendra Kothari ,$1.5 B,India,financial services,1929,75,Finance & Investments 
2006,Eduard Kucera ,$1.5 B,Czechia,software,1929,69,Technology 
2007,Christopher Kwok ,$1.5 B,Hong Kong,real estate,1929,36,Real Estate 
2008,Edward Kwok ,$1.5 B,Hong Kong,real estate,1929,41,Real Estate 
2009,Joe Lacob ,$1.5 B,United States,Golden State Warriors,1929,66,Sports 
2010,Lai Jianfa ,$1.5 B,China,express delivery,1929,52,Logistics 
2011,Manuel Lao Hernández ,$1.5 B,Spain,casinos,1929,77,Gambling & Casinos 
2012,Lee Joon-ho ,$1.5 B,South Korea,online games,1929,57,Technology 
2013,Manfredi Lefebvre d'Ovidio & family ,$1.5 B,Italy,cruises,1929,68,Service 
2014,Li Jinyang ,$1.5 B,China,mining,1929,64,Metals & Mining 
2015,Li Ming ,$1.5 B,China,investments,1929,64,Finance & Investments 
2016,Zhen Li & family ,$1.5 B,China,lithium batteries,1929,58,Manufacturing 
2017,Rongfu Lu ,$1.5 B,China,telecommunication,1929,51,Telecom 
2018,Rafique Malik ,$1.5 B,India,footwear,1929,71,Fashion & Retail 
2019,Youssef Mansour ,$1.5 B,Egypt,diversified,1929,76,Diversified 
2020,Mao Lixiang & family ,$1.5 B,China,cooking appliances,1929,81,Technology 
2021,David McMurtry ,$1.5 B,United Kingdom,manufacturing,1929,81,Manufacturing 
2022,Meng Qingshan & family ,$1.5 B,China,chemicals,1929,73,Manufacturing 
2023,Alan Miller & family ,$1.5 B,United States,healthcare services,1929,84,Healthcare 
2024,Greg Mondre ,$1.5 B,United States,private equity,1929,47,Finance & Investments 
2025,Massimo Moratti ,$1.5 B,Italy,oil refinery,1929,76,Energy 
2026,Robert Mouawad ,$1.5 B,Lebanon,fine jewelry,1929,77,Service 
2027,Ezra Nahmad ,$1.5 B,Monaco,art,1929,76,Finance & Investments 
2028,Tadako Nakatani ,$1.5 B,Japan,medical diagnostic equipment,1929,64,Healthcare 
2029,Kentaro Ogawa ,$1.5 B,Japan,restaurants,1929,73,Food & Beverage 
2030,Jonathan Oringer ,$1.5 B,United States,stock photos,1929,47,Technology 
2031,Niti Osathanugrah ,$1.5 B,Thailand,"energy drinks,investments",1929,48,Finance & Investments 
2032,Dragos Paval ,$1.5 B,Romania,retail,1929,55,Fashion & Retail 
2033,Zach Perret ,$1.5 B,United States,fintech,1929,34,Finance & Investments 
2034,Karl-Johan Persson ,$1.5 B,Sweden,H&M,1929,47,Fashion & Retail 
2035,Markus Persson ,$1.5 B,Sweden,computer games,1929,42,Media & Entertainment 
2036,Tom Persson ,$1.5 B,Sweden,H&M,1929,37,Fashion & Retail 
2037,Kevin Plank ,$1.5 B,United States,Under Armour,1929,49,Fashion & Retail 
2038,Andreas Pohl ,$1.5 B,Germany,mutual funds,1929,57,Finance & Investments 
2039,"Reinfried Pohl, Jr. ",$1.5 B,Germany,mutual funds,1929,62,Finance & Investments 
2040,Michael Polsky ,$1.5 B,United States,Electric power,1929,73,Energy 
2041,Qin Long ,$1.5 B,China,tire,1929,56,Manufacturing 
2042,G. M. Rao ,$1.5 B,India,infrastructure,1929,71,Logistics 
2043,Mike Repole ,$1.5 B,United States,sports drink,1929,54,Food & Beverage 
2044,Fernando Roig ,$1.5 B,Spain,supermarkets,1929,74,Fashion & Retail 
2045,Christopher Rokos ,$1.5 B,United Kingdom,hedge fund,1929,51,Finance & Investments 
2046,Fayez Sarofim ,$1.5 B,United States,money management,1929,93,Finance & Investments 
2047,Antonio Luiz Seabra ,$1.5 B,Brazil,cosmetics,1929,79,Fashion & Retail 
2048,Amnon Shashua ,$1.5 B,Israel,automotive technology,1929,61,Automotive 
2049,Yuri Shefler ,$1.5 B,Russia,alcohol,1929,54,Food & Beverage 
2050,Mikhail Shelkov ,$1.5 B,Russia,titanium,1929,53,Metals & Mining 
2051,Charlotte Soderstrom ,$1.5 B,Sweden,H&M,1929,45,Fashion & Retail 
2052,Edwin Soeryadjaya ,$1.5 B,Indonesia,"coal, investments",1929,72,Energy 
2053,Thomas Steyer ,$1.5 B,United States,hedge funds,1929,64,Finance & Investments 
2054,Kevin Systrom ,$1.5 B,United States,Instagram,1929,38,Technology 
2055,Tang Binsen ,$1.5 B,China,beverages,1929,39,Food & Beverage 
2056,Hary Tanoesoedibjo ,$1.5 B,Indonesia,"media, real estate",1929,56,Media & Entertainment 
2057,Jonathan Tisch ,$1.5 B,United States,"insurance, NFL team",1929,68,Diversified 
2058,Wilma Tisch ,$1.5 B,United States,diversified,1929,94,Finance & Investments 
2059,Kenny Troutt ,$1.5 B,United States,telecom,1929,74,Telecom 
2060,Thomas von Koch ,$1.5 B,Sweden,asset management,1929,56,Finance & Investments 
2061,Junjin Wang ,$1.5 B,China,airline,1929,53,Service 
2062,Wang Zelong ,$1.5 B,China,chemicals,1929,25,Metals & Mining 
2063,Myron Wentz ,$1.5 B,St. Kitts and Nevis,health products,1929,82,Fashion & Retail 
2064,Kaiting Wu ,$1.5 B,Hong Kong,electronics,1929,52,Telecom 
2065,Xiong Wu ,$1.5 B,China,software,1929,46,Technology 
2066,Xu Wanmao ,$1.5 B,China,education,1929,77,Service 
2067,Xu Zhenhua ,$1.5 B,China,online games,1929,64,Media & Entertainment 
2068,Xue Jiping ,$1.5 B,China,cable,1929,71,Telecom 
2069,Yang Jian ,$1.5 B,China,real estate,1929,50,Real Estate 
2070,Justin Yuan ,$1.5 B,China,online games,1929,64,Media & Entertainment 
2071,Xinghai Zhang & family ,$1.5 B,China,machinery,1929,59,Manufacturing 
2072,Xuansong Zhang ,$1.5 B,China,supermarkets,1929,50,Fashion & Retail 
2073,Zhang Yin ,$1.5 B,China,paper manufacturing,1929,65,Manufacturing 
2074,Chengjian Zhou ,$1.5 B,China,fashion retail,1929,56,Fashion & Retail 
2075,Radhe Shyam Agarwal ,$1.4 B,India,consumer goods,2076,77,Fashion & Retail 
2076,Syed Mokhtar AlBukhary ,$1.4 B,Malaysia,"engineering, automotive",2076,70,Construction & Engineering 
2077,Nerio Alessandri ,$1.4 B,Italy,gym equipment,2076,60,Manufacturing 
2078,Patricia Angelini Rossi ,$1.4 B,Chile,"forestry, mining",2076,68,Diversified 
2079,Tope Awotona ,$1.4 B,United States,software,2076,40,Technology 
2080,Elena Baturina ,$1.4 B,Russia,"investments, real estate",2076,59,Construction & Engineering 
2081,Sabrina Benetton ,$1.4 B,Italy,"fashion retail, investments",2076,48,Fashion & Retail 
2082,Thomas Bruch ,$1.4 B,Germany,retail,2076,71,Fashion & Retail 
2083,Marina Budiman ,$1.4 B,Indonesia,data centers,2076,60,Technology 
2084,Stewart Butterfield ,$1.4 B,Canada,messaging software,2076,49,Technology 
2085,Richard Chang ,$1.4 B,Taiwan,"real estate, electronics",2076,75,Real Estate 
2086,Chen Tianqiao ,$1.4 B,China,online games,2076,48,Technology 
2087,Chen Wenyuan & family ,$1.4 B,China,testing equipment,2076,54,Technology 
2088,Cheng Antares ,$1.4 B,Hong Kong,liquor,2076,64,Food & Beverage 
2089,Chin Jong Hwa ,$1.4 B,Taiwan,auto parts,2076,63,Automotive 
2090,Cho Jyh-jer ,$1.4 B,Taiwan,semiconductors,2076,64,Technology 
2091,Jim Crane ,$1.4 B,United States,"logistics, baseball",2076,68,Sports 
2092,Thierry Cruanes ,$1.4 B,United States,software,2076,54,Technology 
2093,Benoit Dageville ,$1.4 B,United States,software,2076,55,Technology 
2094,Weili Dai ,$1.4 B,United States,semiconductors,2076,60,Technology 
2095,Darwin Deason ,$1.4 B,United States,software,2076,81,Service 
2096,Diego Della Valle ,$1.4 B,Italy,shoes,2076,68,Fashion & Retail 
2097,Deng Yingzhong ,$1.4 B,China,paper,2076,71,Manufacturing 
2098,Ding Shui Po ,$1.4 B,China,"sneakers, sportswear",2076,51,Fashion & Retail 
2099,Mark Dixon ,$1.4 B,United Kingdom,office real estate,2076,62,Real Estate 
2100,Du Shuanghua ,$1.4 B,China,steel,2076,57,Manufacturing 
2101,Mukand Lal Dua ,$1.4 B,India,footwear,2076,73,Fashion & Retail 
2102,Ramesh Kumar Dua ,$1.4 B,India,footwear,2076,68,Fashion & Retail 
2103,Fan Minhua ,$1.4 B,China,pharmaceuticals,2076,60,Healthcare 
2104,Hongbo Fang ,$1.4 B,China,home appliances,2076,55,Manufacturing 
2105,"William Foley, II. ",$1.4 B,United States,financial services★,2076,77,Finance & Investments 
2106,Jayme Garfinkel & family ,$1.4 B,Brazil,insurance,2076,76,Finance & Investments 
2107,Radhe Shyam Goenka ,$1.4 B,India,consumer goods,2076,76,Fashion & Retail 
2108,Maggie Hardy Knox ,$1.4 B,United States,building materials,2076,56,Service 
2109,Ayman Hariri ,$1.4 B,Lebanon,"construction, investments",2076,43,Construction & Engineering 
2110,Christoph Henkel ,$1.4 B,Germany,consumer goods,2076,64,Fashion & Retail 
2111,Daniel Hirschfeld ,$1.4 B,United States,fashion retail,2076,80,Fashion & Retail 
2112,William Hockey ,$1.4 B,United States,fintech,2076,32,Finance & Investments 
2113,Huang Guanlin ,$1.4 B,China,"textiles, apparel",2076,57,Fashion & Retail 
2114,Huang Xiaofen & family ,$1.4 B,China,printed circuit boards,2076,60,Technology 
2115,Jay-Z ,$1.4 B,United States,Multiple,2076,52,Media & Entertainment 
2116,Yintai Jiang & family ,$1.4 B,China,auto parts,2076,71,Automotive 
2117,Johan Johannson ,$1.4 B,Norway,grocery stores,2076,55,Fashion & Retail 
2118,Ramesh Juneja ,$1.4 B,India,pharmaceuticals,2076,66,Healthcare 
2119,Scott Kapnick ,$1.4 B,United States,private equity,2076,63,Finance & Investments 
2120,Viktor Kharitonin ,$1.4 B,Russia,pharmaceuticals,2076,49,Healthcare 
2121,Kim Jun-ki ,$1.4 B,South Korea,diversified,2076,77,Diversified 
2122,Kim Sang-yeol ,$1.4 B,South Korea,construction,2076,61,Construction & Engineering 
2123,Christine Knauf ,$1.4 B,Germany,building materials,2076,64,Manufacturing 
2124,Karl Knauf ,$1.4 B,Germany,building materials,2076,64,Manufacturing 
2125,Yogesh Kothari ,$1.4 B,India,specialty chemicals,2076,73,Manufacturing 
2126,Kurt Krieger ,$1.4 B,Germany,furniture retailing,2076,74,Fashion & Retail 
2127,Mustafa Kucuk ,$1.4 B,Turkey,fashion retail,2076,58,Fashion & Retail 
2128,Sebastian Kulczyk ,$1.4 B,Poland,diversified,2076,41,Finance & Investments 
2129,Gary Lauder ,$1.4 B,United States,Estée Lauder,2076,59,Fashion & Retail 
2130,Art Levinson ,$1.4 B,United States,"Genentech, Apple",2076,72,Diversified 
2131,Li Li ,$1.4 B,China,pharmaceuticals,2076,58,Healthcare 
2132,Guangwei Liang ,$1.4 B,China,conglomerate,2076,58,Manufacturing 
2133,Scott Lin ,$1.4 B,Taiwan,optical components,2076,89,Technology 
2134,Jenny Lindén Urnes ,$1.4 B,Sweden,powdered metal,2076,51,Manufacturing 
2135,Anatoly Lomakin ,$1.4 B,Russia,investments,2076,69,Metals & Mining 
2136,Jeffrey Lorberbaum ,$1.4 B,United States,flooring,2076,67,Manufacturing 
2137,Gary Magness ,$1.4 B,United States,"cable TV, investments",2076,68,Media & Entertainment 
2138,Zhongwu Mao ,$1.4 B,China,manufacturing,2076,59,Manufacturing 
2139,Ilson Mateus & family ,$1.4 B,Brazil,supermarkets,2076,59,Fashion & Retail 
2140,Vadim Moshkovich ,$1.4 B,Russia,"agriculture, land",2076,54,Food & Beverage 
2141,Jerry Moyes & family ,$1.4 B,United States,transportation,2076,78,Logistics 
2142,George Alexander Muthoot ,$1.4 B,India,financial services,2076,66,Finance & Investments 
2143,George Jacob Muthoot ,$1.4 B,India,financial services,2076,69,Finance & Investments 
2144,George Thomas Muthoot ,$1.4 B,India,financial services,2076,71,Finance & Investments 
2145,Sara George Muthoot ,$1.4 B,India,financial services,2076,61,Finance & Investments 
2146,Marius Nacht ,$1.4 B,Israel,software,2076,56,Technology 
2147,Adam Neumann ,$1.4 B,Israel,WeWork,2076,43,Real Estate 
2148,Simon Nixon ,$1.4 B,United Kingdom,price comparison website,2076,54,Technology 
2149,Stefan Olsson ,$1.4 B,Sweden,diversified,2076,73,Diversified 
2150,Ranjan Pai ,$1.4 B,India,education,2076,49,Service 
2151,Antonio Percassi ,$1.4 B,Italy,"real estate, diversified",2076,68,Diversified 
2152,Mark Pincus ,$1.4 B,United States,online games,2076,56,Technology 
2153,Alexey Repik ,$1.4 B,Russia,pharmaceuticals,2076,42,Healthcare 
2154,Matthew Roszak ,$1.4 B,United States,cryptocurrency,2076,49,Finance & Investments 
2155,Subhash Runwal ,$1.4 B,India,real estate,2076,78,Real Estate 
2156,Carlos Sanchez ,$1.4 B,Brazil,generic drugs,2076,60,Healthcare 
2157,Martin Selig ,$1.4 B,United States,real estate,2076,84,Real Estate 
2158,Bhadresh Shah ,$1.4 B,India,engineering,2076,70,Manufacturing 
2159,Shao Jianxiong ,$1.4 B,China,photovoltaics,2076,64,Energy 
2160,Shu Ping ,$1.4 B,Singapore,restaurants,2076,52,Food & Beverage 
2161,Ben Silbermann ,$1.4 B,United States,social media,2076,39,Media & Entertainment 
2162,Jared Smith ,$1.4 B,United States,cloud computing,2076,47,Technology 
2163,Sun Qinghuan ,$1.4 B,China,lighting,2076,48,Technology 
2164,Denis Sverdlov ,$1.4 B,Russia,electric vehicles,2076,43,Automotive 
2165,Prachak Tangkaravakoon ,$1.4 B,Thailand,paints,2076,78,Manufacturing 
2166,Lina Tombolato ,$1.4 B,Italy,financial services,2076,74,Finance & Investments 
2167,Tong Jinquan ,$1.4 B,China,real estate,2076,67,Real Estate 
2168,Luiza Helena Trajano ,$1.4 B,Brazil,retail chain,2076,70,Fashion & Retail 
2169,John Van Lieshout ,$1.4 B,Australia,real estate,2076,76,Real Estate 
2170,Vardis Vardinoyannis & family ,$1.4 B,Greece,oil and gas,2076,89,Energy 
2171,Jens von Bahr ,$1.4 B,Sweden,gambling products,2076,51,Gambling & Casinos 
2172,Wang Fuji ,$1.4 B,China,pharmaceuticals,2076,64,Healthcare 
2173,Wang Jian ,$1.4 B,China,healthcare services,2076,68,Technology 
2174,Werner O. Weber ,$1.4 B,Switzerland,electronic components,2076,83,Manufacturing 
2175,Wei Lidong & family ,$1.4 B,China,software,2076,46,Technology 
2176,Drorit Wertheim ,$1.4 B,Israel,Coca Cola Israel,2076,66,Food & Beverage 
2177,Bo Wu ,$1.4 B,China,machinery,2076,67,Manufacturing 
2178,Eugene Wu ,$1.4 B,Taiwan,finance,2076,76,Finance & Investments 
2179,Wu Xushun & family ,$1.4 B,China,internet,2076,73,Diversified 
2180,Wenbo Xiang ,$1.4 B,China,manufacturing,2076,59,Manufacturing 
2181,Swift Xie ,$1.4 B,China,drones,2076,42,Technology 
2182,Xu Bingzhong ,$1.4 B,China,bars,2076,48,Food & Beverage 
2183,Xu Shaochun ,$1.4 B,China,software,2076,59,Technology 
2184,Yan Junxu ,$1.4 B,China,Manufacturing,2076,52,Manufacturing 
2185,George Yancopoulos ,$1.4 B,United States,pharmaceuticals,2076,62,Healthcare 
2186,Gavril Yushvaev ,$1.4 B,Russia,"precious metals, real estate",2076,64,Finance & Investments 
2187,Zhuo Jun ,$1.4 B,Hong Kong,printed circuit boards,2076,56,Manufacturing 
2188,Fredrik Österberg ,$1.4 B,Sweden,gambling products,2076,51,Gambling & Casinos 
2189,Alberto Alcocer ,$1.3 B,Spain,investments,2190,79,Finance & Investments 
2190,Alexandra Andresen ,$1.3 B,Norway,investments,2190,25,Diversified 
2191,Katharina Andresen ,$1.3 B,Norway,investments,2190,26,Diversified 
2192,Rutger Arnhult ,$1.3 B,Sweden,real estate,2190,54,Real Estate 
2193,Anant Asavabhokin ,$1.3 B,Thailand,real estate,2190,71,Real Estate 
2194,Mehmet Aydinlar ,$1.3 B,Turkey,hospitals,2190,65,Healthcare 
2195,Binny Bansal ,$1.3 B,India,flipkart,2190,39,Technology 
2196,Sachin Bansal ,$1.3 B,India,flipkart,2190,40,Fashion & Retail 
2197,Barbara Benetton ,$1.3 B,Italy,"fashion retail, investments",2190,52,Fashion & Retail 
2198,Othman Benjelloun & family ,$1.3 B,Morocco,"banking, insurance",2190,89,Finance & Investments 
2199,Angela Bennett ,$1.3 B,Australia,mining,2190,78,Metals & Mining 
2200,Oleg Boyko ,$1.3 B,Russia,diversified,2190,57,Diversified 
2201,Anna Maria Braun ,$1.3 B,Germany,medical technology,2190,43,Healthcare 
2202,Edouard Carmignac ,$1.3 B,France,asset management,2190,74,Finance & Investments 
2203,Anthony Casalena ,$1.3 B,United States,software,2190,39,Technology 
2204,Chang Jing ,$1.3 B,China,technology,2190,39,Technology 
2205,Jeffrey Cheah ,$1.3 B,Malaysia,"property, healthcare",2190,77,Real Estate 
2206,Chen Shiliang ,$1.3 B,China,polyester,2190,58,Manufacturing 
2207,Yuantai Chen ,$1.3 B,China,batteries,2190,54,Energy 
2208,Cheng Xianfeng ,$1.3 B,China,pharmaceuticals,2190,53,Healthcare 
2209,Chu Jian ,$1.3 B,China,Manufacturing,2190,59,Manufacturing 
2210,Chua Thian Poh ,$1.3 B,Singapore,real estate,2190,73,Real Estate 
2211,Alberto Cortina ,$1.3 B,Spain,investments,2190,76,Finance & Investments 
2212,Sandor Csanyi ,$1.3 B,Hungary,"finance, real estate",2190,69,Diversified 
2213,Sasson Dayan & family ,$1.3 B,Brazil,banking,2190,82,Finance & Investments 
2214,Anand Deshpande ,$1.3 B,India,technology,2190,59,Technology 
2215,Richard Desmond ,$1.3 B,United Kingdom,publishing,2190,70,Media & Entertainment 
2216,Shlomo Eliahu ,$1.3 B,Israel,insurance,2190,86,Finance & Investments 
2217,Jose Roberto Ermirio de Moraes ,$1.3 B,Brazil,diversified,2190,64,Diversified 
2218,Jose Ermirio de Moraes Neto ,$1.3 B,Brazil,diversified,2190,69,Diversified 
2219,David Fattal & family ,$1.3 B,Israel,hotels,2190,64,Service 
2220,Marvy Finger ,$1.3 B,United States,real estate,2190,86,Real Estate 
2221,Adam Foroughi ,$1.3 B,United States,mobile games,2190,41,Media & Entertainment 
2222,Richard Fortin ,$1.3 B,Canada,convinience stores,2190,73,Fashion & Retail 
2223,Luiz Frias ,$1.3 B,Brazil,mobile payments,2190,58,Technology 
2224,Susumu Fujita ,$1.3 B,Japan,internet media,2190,48,Media & Entertainment 
2225,Simona Giorgetta ,$1.3 B,Italy,chemical products,2190,44,Construction & Engineering 
2226,Premchand Godha ,$1.3 B,India,pharmaceuticals,2190,75,Healthcare 
2227,Mikhail Gutseriev & brother ,$1.3 B,Russia,"oil, real estate",2190,64,Energy 
2228,Hang Hong ,$1.3 B,China,machinery,2190,54,Manufacturing 
2229,Alfredo Harp Helu & family ,$1.3 B,Mexico,"banking, investments",2190,78,Finance & Investments 
2230,Jaroslav Hascak & family ,$1.3 B,Slovakia,investments,2190,52,Finance & Investments 
2231,He Zuxun ,$1.3 B,China,pig breeding,2190,56,Food & Beverage 
2232,David Hoffmann ,$1.3 B,United States,"executive search, investments",2190,69,Diversified 
2233,Francis Holder ,$1.3 B,France,bakeries,2190,81,Food & Beverage 
2234,Hu Rongda & family ,$1.3 B,China,chemicals,2190,63,Manufacturing 
2235,Wei Huang ,$1.3 B,China,real estate,2190,62,Real Estate 
2236,Zarakh Iliev ,$1.3 B,Russia,real estate,2190,55,Real Estate 
2237,Mitchell Jacobson ,$1.3 B,United States,industrial equipment,2190,71,Service 
2238,Jiang Guiting & family ,$1.3 B,China,manufacturing,2190,63,Manufacturing 
2239,Rajeev Juneja ,$1.3 B,India,phamaceuticals,2190,56,Healthcare 
2240,Peter Kelly ,$1.3 B,United Kingdom,I.T.,2190,64,Technology 
2241,Kim Nam-jung ,$1.3 B,South Korea,food,2190,49,Food & Beverage 
2242,Koon Poh Ming ,$1.3 B,Malaysia,aluminum,2190,65,Metals & Mining 
2243,Yuri Kovalchuk ,$1.3 B,Russia,"banking, insurance, media",2190,70,Finance & Investments 
2244,Michael Krasny ,$1.3 B,United States,retail,2190,68,Technology 
2245,Raymond Kwok ,$1.3 B,Hong Kong,real estate,2190,68,Real Estate 
2246,Heikki Kyostila ,$1.3 B,Finland,dental products,2190,76,Healthcare 
2247,Lee Ho-jin ,$1.3 B,South Korea,diversified,2190,59,Diversified 
2248,Bernard Lewis & family ,$1.3 B,United Kingdom,fashion retailer,2190,96,Fashion & Retail 
2249,Fengluan Li ,$1.3 B,China,"steel, diversified",2190,60,Diversified 
2250,Hua Li ,$1.3 B,China,financial services,2190,44,Finance & Investments 
2251,Li Ruiqiang ,$1.3 B,China,medical services,2190,42,Healthcare 
2252,Lin Zhijun ,$1.3 B,China,medical devices,2190,46,Healthcare 
2253,Lin Zhixiong & family ,$1.3 B,China,medical devices,2190,48,Healthcare 
2254,Liu Ming Hui ,$1.3 B,China,natural gas distribution,2190,59,Energy 
2255,Xuejing Liu & family ,$1.3 B,China,"copper, poultry",2190,71,Diversified 
2256,Lu Yonghua & family ,$1.3 B,China,electronics,2190,58,Technology 
2257,Zhaoxi Lu ,$1.3 B,China,e-commerce,2190,53,Technology 
2258,Frederic Luddy ,$1.3 B,United States,software,2190,67,Technology 
2259,Miao Yongjun ,$1.3 B,China,clinical diagnostics,2190,54,Healthcare 
2260,Martin Moller Nielsen ,$1.3 B,Denmark,aircraft leasing,2190,57,Logistics 
2261,Neide Helena de Moraes ,$1.3 B,Brazil,diversified,2190,67,Diversified 
2262,Yoshiko Mori ,$1.3 B,Japan,real estate,2190,81,Real Estate 
2263,Mofatraj Munot ,$1.3 B,India,real estate,2190,77,Real Estate 
2264,Randal Nardone ,$1.3 B,United States,"investments, energy",2190,66,Finance & Investments 
2265,God Nisanov ,$1.3 B,Russia,real estate,2190,49,Real Estate 
2266,Vadim Novinsky ,$1.3 B,Ukraine,steel,2190,58,Metals & Mining 
